search_date,headline,summary,source,url,published_at
2025-10-13,"Dow Jones Futures: Trump Tariff Comments Spark Market Gains; Broadcom, Nvidia, Oracle, Tesla Rally","Dow Jones Futures: Trump Tariff Comments Spark Market Gains; Broadcom, Nvidia, Oracle, Tesla Rally",DowJones,https://finnhub.io/api/news?id=89df96b5fa6a8d39fb01cdca4341c0502b990f5a07b601bdc0ee8eb5cd80d9ab,2025-10-14 01:25:09
2025-10-13,Jefferies Flags Margin Risk For Apple iPhone 17,Tariffs and base mix pressure Apple profit outlook,Yahoo,https://finnhub.io/api/news?id=2a6cfa68379c56ddd2b99be9704cdb516e35bdaf151768ffbf6dcfb56966cd05,2025-10-14 00:06:42
2025-10-13,Apple In Talks To Buy Prompt AI Talent,Employees urged to apply as transition begins now,Yahoo,https://finnhub.io/api/news?id=fd28b442b41e67d0d5cdb149baf852a1017648fbed85491f8ced1bb2a5fc31f6,2025-10-14 00:01:28
2025-10-13,"Top Stock Reports for Apple, Eli Lilly & Visa","Apple's strong Services growth, Eli Lilly's GLP-1 momentum, and Visa's digital expansion headline today's top stock reports.",Yahoo,https://finnhub.io/api/news?id=61d183e4eb7f53c15fe6741254730a10161bf14157b6958dd1bf953601abb40f,2025-10-13 23:15:00
2025-10-13,PayPal Stock Cut to Sell at Goldman Sachs. Why Its Tough Year Is Getting Even Rougher.,"PayPal  has had a rough year.  Goldman analyst Will Nance cut his rating to Sell from Neutral, citing tougher comparisons to last year’s fourth-quarter strong results as well as concerns about the impact of sticky inflation and the weakening job market on less-affluent customers.  PayPal, the owner of Venmo, has struggled this year in what has been a mixed bag for fintech stocks. For example, rival Block has tumbled 11%, but buy-now-pay-later leader  Affirm  and online lender  SoFi  have soared.",Yahoo,https://finnhub.io/api/news?id=ca340cea5f35a7ecc0d25b1486110fb1a2df7808cbcc6a0f7363b183934001ac,2025-10-13 22:16:00
2025-10-13,"Apple Jumps 18% in Three Months: Buy, Sell or Hold the Stock?","AAPL's iPhone 17 launch, Apple Intelligence expansion, and strong U.S. investments lift shares despite tariff and AI competition pressures.",Yahoo,https://finnhub.io/api/news?id=01ba0e4a437356ed3035b5b0e73ecd85f17e488659edc3d89103a830f12d0de2,2025-10-13 21:08:00
2025-10-13,Apple Stock Might Not See Positive Catalysts Until Spring,"Amid mixed signals about iPhone 17 sales, Apple stock has been an underperformer. It could limp along until next spring, one analyst says.",Yahoo,https://finnhub.io/api/news?id=b1db4df0ece0b1b4437b6392bfaf00068cb3aee3579785e7e698cf3d31be2a9c,2025-10-13 21:02:08
2025-10-13,What to Know About JPMorgan’s $10 Billion Investment in U.S. National Security,"JPMorgan Chase said Monday that it would directly invest $10 billion in companies it deems critical to U.S. national security, part of an initiative to help protect the American economy as trade tensions with countries such as China escalate.  JPMorgan has already been involved in the Trump administration’s recent investments in companies it says are critical to safeguarding the security of the U.S.  In July, the bank and Goldman Sachs agreed to lend $1 billion to MP Materials, the biggest rare-earth producer in the U.S. The funds will be used to build a new factory to produce rare-earth magnets, which MP Materials sells to companies such as Apple and General Motors.",Yahoo,https://finnhub.io/api/news?id=6e073fd42756c0c4b097c0b1821946ecf1bf1f9b6b6c41e2899e0254ba6470de,2025-10-13 20:30:02
2025-10-13,3 Cash-Producing Stocks That Fall Short,"While strong cash flow is a key indicator of stability, it doesn’t always translate to superior returns. Some cash-heavy businesses struggle with inefficient spending, slowing demand, or weak competitive positioning.",Yahoo,https://finnhub.io/api/news?id=0219cc4ba507974cb35f83a6f35e9007f8075f31f6c37904c364a6d98b14da01,2025-10-13 19:57:31
2025-10-12,"This 2007 Throwback Could Earn You $50,000, Check Your Junk Drawer Now","Investment guru Adam Koprucki has a surprising suggestion for Americans looking to boost their wealth: dig out your old tech and toys. According to Koprucki, items like first-generation Apple products and nostalgic toys could soon be worth more than many traditional investments. Koprucki, the founder of Real World Investor, believes that some everyday items gathering dust in homes could outperform stock portfolios by 2030. First-generation iPhones, which hit the market in 2007 with a price tag o",Yahoo,https://finnhub.io/api/news?id=163d222c4d95347a7f23b61b118222bdc9801cdb6ed7ec37d128433444bda222,2025-10-12 22:24:43
2025-10-12,Analyst Explains ‘The Problem’ With Apple (AAPL),"We recently published 10 AI Analyst Calls You Should Pay Attention To. Apple Inc (NASDAQ:AAPL) is one of the stocks analysts were recently talking about. Daniel Newman, The Futurum Group CEO, said in a recent program on Schwab Network that things are “tough” for Apple because the market might not be excited to invest in […]",Yahoo,https://finnhub.io/api/news?id=c236ca1d025042ff97455cd9ccc1f0959e187b961995903e51b529b829bd6ea4,2025-10-12 22:23:07
2025-10-12,Jamf (JAMF) Valuation: Weighing Analyst Optimism After Major Platform Updates and New AI Integrations,"Jamf Holding (JAMF) drew renewed investor interest after its 16th annual Jamf Nation User Conference in Denver. The event highlighted major product updates, new AI-driven workflows, and expanded partner integrations across its Apple device management platform. See our latest analysis for Jamf Holding. Building on the excitement from its product showcase and growing industry partnerships, Jamf's share price has recently shown some short-term momentum with a 23.5% rise over the past 90 days...",Yahoo,https://finnhub.io/api/news?id=ae6a4c77bc4ae244c3d26218efbe168751f9bc1675d5536a54ada1cf436351be,2025-10-12 17:09:40
2025-10-12,Our Faces No Longer Belong to Us,Your likeness is now fair game for AI. Anyone is a click away from creating a digital version of you.,Yahoo,https://finnhub.io/api/news?id=712fc590b71383221015373ad19b8599595514ee96ea49532534f4849346c9e8,2025-10-12 16:00:00
2025-10-12,1 Reason to Hold on to MP Materials Stock Right Now,"MP Materials stock has rocketed higher over the past three months, but it could still be a long-term hold for more aggressive investors.",Yahoo,https://finnhub.io/api/news?id=bb0286de26ae77eb1c904b860e6192a3ba8226739a2e19a053ea392ec6db4b79,2025-10-12 15:45:00
2025-10-12,"1 Unstoppable Stock That Could Join Nvidia, Apple, Microsoft, Amazon, Alphabet, Meta, and Tesla in the $1 Trillion Club","The boom in artificial intelligence (AI) has led to strong growth for Oracle's business, and more could be on the way.",Yahoo,https://finnhub.io/api/news?id=5aadf94b82e439ed478948fb7d97d96decdde4f675c285107a8f6f14c70f72c2,2025-10-12 15:16:00
2025-10-12,Every Apple (AAPL) Investor Should Keep an Eye on This Number,"Hardware gets all the attention, but Apple's business depends on success in another area.",Yahoo,https://finnhub.io/api/news?id=ee9381a7568273a2a38b4f9ddad214406e5244dba951fbbe0c83f0c9da2a2e76,2025-10-12 14:20:00
2025-10-12,Does Warren Buffett Know Something Wall Street Doesn't? The Billionaire Legend Dumps $122 Billion of This Key Holding While Buying $4 Billion of These Out-of-Favor Stocks.,Buffett loves these companies with wide moats but beaten-down stock prices.,Yahoo,https://finnhub.io/api/news?id=4c58c9c6dafab922f41db3b5987c7e46dae2ab7437445f465154531aa1de4396,2025-10-12 13:15:00
2025-10-12,Where Will Apple (AAPL) Be in 5 Years?,"Apple is a wonderful company, and it remains Berkshire's biggest holding.",Yahoo,https://finnhub.io/api/news?id=9a5147bb93b2495f1c56c56d4745f6ed7075faa2e8bc6909911182d9a32f552b,2025-10-12 12:12:00
2025-10-12,QGRW: Leading Growth ETF With A Caveat,"Discover QGRW ETF: blending growth & quality in large-cap stocks, outperforming peers but with higher volatility.",SeekingAlpha,https://finnhub.io/api/news?id=f6c6053438f4fd25de8b169e55a88b33958008e521c03c2e5745794154249c57,2025-10-12 11:35:53
2025-10-11,Where Is MP Materials Headed After Stunning 378% Rally and Apple Partnership News?,"If you’re eyeing MP Materials and wondering where the stock is headed next, you’re definitely not alone. Investors have been watching this company make some impressive moves, and the momentum is hard to ignore. With a jaw-dropping 378.0% return so far this year and a 339.9% gain over the past twelve months, those numbers could catch anyone’s attention. Even just in the past month, shares have surged 25.5%, with a 9.6% lift over the last week alone. What’s driving all this excitement? MP...",Yahoo,https://finnhub.io/api/news?id=c4d6f775bd4d70736583244bd21100b8cab332537dbe7728a346f03f41d7dd29,2025-10-11 21:05:18
2025-10-11,iShares Semiconductor ETF: Bull vs. Bear,"This high-flying ETF has nearly tripled in five years, but some tech stock valuations are becoming overextended.",Yahoo,https://finnhub.io/api/news?id=3c0d35b630ef6103faace1b8880eaea3ed05a08c8ff056e452bde847abf2241a,2025-10-11 18:45:00
2025-10-11,"The ""Magnificent Seven"" or the Entire S&P 500: What's the Better Option for Growth Investors?","The big names in tech have been doing well of late, but a slowdown could be overdue.",Yahoo,https://finnhub.io/api/news?id=4b9d139ec826a38981202cad07daf0304bc49c0262367d5772fe0c51a1b632a1,2025-10-11 16:32:00
2025-10-11,How Google Is Walking the AI Tightrope,"Liz Reid,  the Google search boss, has a tough job.  At the same time, Google’s lawyers are working to convince federal judges determining the company’s fate that, in fact, AI poses a huge threat to its monopoly businesses.  “So both Google can grow very successfully, and other people can grow successfully.”",Yahoo,https://finnhub.io/api/news?id=caf4aab738d45abfb00e2f52eda280f97a962f4b768ec2b1a296ab1db193817b,2025-10-11 12:30:00
2025-10-11,"How To Build A $500,000 Low-Stress Retirement Portfolio","Read here for an update on how to build a simple, diversified 6-fund retirement portfolio for steady income, growth, and lower risk.",SeekingAlpha,https://finnhub.io/api/news?id=c7f1dd5117ff3531860c3c63948a27adf42a1b57f8812f3fac0dd4dba2ffefb0,2025-10-11 11:30:00
2025-10-11,'We are telling an authentic story about wellbeing with our CBD products',Goodrays was founded by CBD industry expert Eoin Keenan in 2020 and has raised over £9m in its bid to become a functional wellness leader.,Yahoo,https://finnhub.io/api/news?id=e9c019d415e066efdd1335996de139daa9e1ec4ca1c1642f6d01733da910a92b,2025-10-11 08:00:55
2025-10-11,Six Reasons To Ride Apple's Rally Cautiously And Why Continue To Use APLY,"Apple stock stays strong amid tariffs and APLY ETF offers income, upside, and risk defense. Read here for more investment analysis.",SeekingAlpha,https://finnhub.io/api/news?id=95cb57440109ee42bbae703f070e8e3c6db440b11d5c1fe1f75f9deb85e8bf16,2025-10-11 04:02:53
2025-10-10,Stocks slump after Trump threatens to hit China with more tariffs,Financial markets slumped Friday after President Trump threatened to raise tariffs on China over a dispute involving rare earths.,Yahoo,https://finnhub.io/api/news?id=861bc782b0aade017986b7960748554f1f91be14d980b78ce148fa38ef802b3d,2025-10-10 23:58:49
2025-10-10,Wall Street Banks Unite to Launch Stablecoin Rivaling Tether and Circle,"Nine global Wall Street banking giants have announced plans to develop a jointly backed stablecoin focused on G7 currencies.The consortium includes Goldman Sachs, Deutsche Bank, Bank of America, Banco Santander, BNP Paribas, Citigroup, MUFG Bank, TD Bank Group, and UBS, according to a Bloomberg report published Friday.Banks said they will ...",Yahoo,https://finnhub.io/api/news?id=6611390c88aea494751dc1283bb00cd7a6dc2a673dc84010d57788a46e547d72,2025-10-10 23:46:38
2025-10-10,Company Executive and Individual Insider Pages,View information on specific company executives,Yahoo,https://finnhub.io/api/news?id=92aa37ebc99fd1836ca812fb05b252d166fd916d3f6072a83b45dfc7f85cc1b0,2025-10-10 23:16:26
2025-10-10,Why is the stock market dropping? A look at Wall Street amid Trump tariff talks on China,The stock market plunged Oct. 10 after President Trump threatened to increase tariffs on China in response to restrictions on natural resources.,Yahoo,https://finnhub.io/api/news?id=98cf8430a0fd772bff50b6132e8d4ac090d19968db9041d568e3ee23af122b06,2025-10-10 21:28:25
2025-10-10,Q3 earnings will be 'validation moment' for AI spend: Dan Ives,"Big Tech heavy hitters will report their third quarter earnings in the coming October weeks, which will give Wall Street a better sense of how much these companies are investing in AI and artificial intelligence infrastructures. Wedbush Securities managing director and global head of technology research Dan Ives discusses how investors are still underestimating the AI super cycle propelling markets (^DJI, ^IXIC, ^GSPC) higher. To watch more expert insights and analysis on the latest market action, check out more Market Catalysts.",Yahoo,https://finnhub.io/api/news?id=b60fcd5229fc6be1994be1dce7146f53a257d24efc0b6e38884c25fc65b86d90,2025-10-10 20:30:00
2025-10-10,China launches probe into Qualcomm amid ongoing US trade fight,China's markets regulator has launched an investigation into Qualcomm.,Yahoo,https://finnhub.io/api/news?id=6a6f140c5f6e874a64270c6fb10bac221899c2673076ee982284a09743a45dac,2025-10-10 19:28:15
2025-10-10,2 Stocks to Watch From the Prospering Computer Industry,The Computer - Micro Computers industry participants like AAPL and DELL are benefiting from the strong demand for enterprise devices amid stiff macroeconomic challenges globally.,Yahoo,https://finnhub.io/api/news?id=44710e872083bae8a47eba5b78ef921e4c0d1b8b5e180c837489608275f5e8cd,2025-10-10 19:19:00
2025-10-10,"Apple Eyes Fight With Meta, Google As Trump Tariff Threat Takes A Bite","Boosted by clear signs of demand and a technical reset, Apple stock continues to target a fresh breakout to an all-time high.",Yahoo,https://finnhub.io/api/news?id=85f65a01476c11bcc2f524d7785a4eefceb603ecd8523a28d5bf94607b908ae8,2025-10-10 18:47:46
2025-10-10,"Big Tech ETF slumps as shares of Tesla, Amazon post big drops","Big Tech ETF slumps as shares of Tesla, Amazon post big drops",MarketWatch,https://finnhub.io/api/news?id=1a84006c7dd1ae617dc9004c9122037431caec12ff98f154458411929c59cea3,2025-10-10 18:18:47
2025-10-10,Retail Crowd Beats the S&P 500 as Soaring Trading Sparks Concern,"Citigroup Inc.’s basket of 46 stocks most favored by non-professional investors, which includes companies like SoFi Technologies Inc. and Riot Platforms Inc., is up 30% since the start of September, beating the S&P 500 Index’s 4.3% gain.  Meanwhile, retail trading volume has increased to an all-time-high, the bank’s equity trading desk wrote in a research note Tuesday.  “It’s been our contention for quite some time that the stock market gains have been largely propelled by a combination of FOMO and MOMO,” said Steve Sosnick, chief strategist at Interactive Brokers.",Yahoo,https://finnhub.io/api/news?id=8e296da360f1041ca2d7949cd7c661871d9994b0a13e4c3af40368227c1905cc,2025-10-10 17:59:09
